data,source,country_name,country_code,indicator_name,indicator_code,year,co2_emissions
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Sub-Saharan Africa (IDA & IBRD countries),TSS,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2015,0.0108
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Turkiye,TUR,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2015,0.0006
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Ukraine,UKR,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2015,0.0083
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Upper middle income,UMC,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2015,4.1253
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Uruguay,URY,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2015,0.0013
Carbon Dioxide (CO2) Emissions,World Bank Open Data,United States,USA,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2015,0.0033
Carbon Dioxide (CO2) Emissions,World Bank Open Data,St. Vincent and the Grenadines,VCT,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2015,0.0
Carbon Dioxide (CO2) Emissions,World Bank Open Data,"Venezuela, RB",VEN,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2015,0.0162
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Viet Nam,VNM,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2015,0.0413
Carbon Dioxide (CO2) Emissions,World Bank Open Data,World,WLD,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2015,12.852799149131
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Africa Eastern and Southern,AFE,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0024
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Africa Western and Central,AFW,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0087
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Albania,ALB,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0026
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Arab World,ARB,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.003
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Argentina,ARG,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0111
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Australia,AUS,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0156
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Austria,AUT,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0008
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Azerbaijan,AZE,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0022
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Belgium,BEL,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.021
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Benin,BEN,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0003
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Bulgaria,BGR,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0106
Carbon Dioxide (CO2) Emissions,World Bank Open Data,"Bahamas, The",BHS,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0009
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Bosnia and Herzegovina,BIH,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0037
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Belarus,BLR,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0183
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Bolivia,BOL,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0023
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Brazil,BRA,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.2818
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Brunei Darussalam,BRN,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0017
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Canada,CAN,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.1401
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Central Europe and the Baltics,CEB,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.3105
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Switzerland,CHE,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0018
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Chile,CHL,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0072
Carbon Dioxide (CO2) Emissions,World Bank Open Data,China,CHN,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,3.1024
Carbon Dioxide (CO2) Emissions,World Bank Open Data,"Congo, Rep.",COG,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Colombia,COL,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0174
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Caribbean small states,CSS,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0013
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Cuba,CUB,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0005
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Czechia,CZE,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0586
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Germany,DEU,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.1655
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Dominica,DMA,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0001
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Denmark,DNK,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0009
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Dominican Republic,DOM,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0004
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Algeria,DZA,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.002
Carbon Dioxide (CO2) Emissions,World Bank Open Data,East Asia & Pacific (excluding high income),EAP,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,3.5906
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Early-demographic dividend,EAR,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.8837
Carbon Dioxide (CO2) Emissions,World Bank Open Data,East Asia & Pacific,EAS,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,9.1425
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Europe & Central Asia (excluding high income),ECA,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.2061
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Europe & Central Asia,ECS,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,3.0865
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Ecuador,ECU,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0042
Carbon Dioxide (CO2) Emissions,World Bank Open Data,"Egypt, Arab Rep.",EGY,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0004
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Euro area,EMU,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,2.0449
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Spain,ESP,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Estonia,EST,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0002
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Ethiopia,ETH,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0012
Carbon Dioxide (CO2) Emissions,World Bank Open Data,European Union,EUU,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,2.4971
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Fragile and conflict affected situations,FCS,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0779
Carbon Dioxide (CO2) Emissions,World Bank Open Data,France,FRA,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,1.7816
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Faroe Islands,FRO,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0019
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Gabon,GAB,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0003
Carbon Dioxide (CO2) Emissions,World Bank Open Data,United Kingdom,GBR,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.2933
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Gibraltar,GIB,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0006
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Greece,GRC,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0031
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Greenland,GRL,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.001
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Guyana,GUY,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0001
Carbon Dioxide (CO2) Emissions,World Bank Open Data,High income,HIC,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,8.586
Carbon Dioxide (CO2) Emissions,World Bank Open Data,"Hong Kong SAR, China",HKG,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0106
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Honduras,HND,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0278
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Heavily indebted poor countries (HIPC),HPC,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0398
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Croatia,HRV,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Hungary,HUN,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0166
Carbon Dioxide (CO2) Emissions,World Bank Open Data,IBRD only,IBD,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,4.7472
Carbon Dioxide (CO2) Emissions,World Bank Open Data,IDA & IBRD total,IBT,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,4.8553
Carbon Dioxide (CO2) Emissions,World Bank Open Data,IDA total,IDA,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.1081
Carbon Dioxide (CO2) Emissions,World Bank Open Data,IDA blend,IDB,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0024
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Indonesia,IDN,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.1497
Carbon Dioxide (CO2) Emissions,World Bank Open Data,IDA only,IDX,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.1057
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Ireland,IRL,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0084
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Iceland,ISL,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0011
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Italy,ITA,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0168
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Jamaica,JAM,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0007
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Jordan,JOR,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0002
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Japan,JPN,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,3.8046
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Kazakhstan,KAZ,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.1471
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Kenya,KEN,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0011
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Cambodia,KHM,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0106
Carbon Dioxide (CO2) Emissions,World Bank Open Data,"Korea, Rep.",KOR,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,1.6124
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Kuwait,KWT,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0004
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Latin America & Caribbean (excluding high income),LAC,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.8102
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Lao PDR,LAO,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0127
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Lebanon,LBN,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0
Carbon Dioxide (CO2) Emissions,World Bank Open Data,St. Lucia,LCA,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Latin America & Caribbean,LCN,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.8361
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Least developed countries: UN classification,LDC,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0747
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Low income,LIC,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0187
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Lower middle income,LMC,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.2747
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Low & middle income,LMY,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,4.6226
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Late-demographic dividend,LTE,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,3.9501
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Lithuania,LTU,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0005
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Latvia,LVA,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0002
Carbon Dioxide (CO2) Emissions,World Bank Open Data,"Macao SAR, China",MAC,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0008
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Moldova,MDA,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0024
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Maldives,MDV,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0032
Carbon Dioxide (CO2) Emissions,World Bank Open Data,"Middle East, North Africa, Afghanistan & Pakistan",MEA,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0034
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Mexico,MEX,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.4548
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Middle income,MIC,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,4.6039
Carbon Dioxide (CO2) Emissions,World Bank Open Data,North Macedonia,MKD,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0194
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Mali,MLI,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0079
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Malta,MLT,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0004
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Myanmar,MMR,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0417
Carbon Dioxide (CO2) Emissions,World Bank Open Data,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0026
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Mongolia,MNG,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0008
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Mauritius,MUS,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0001
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Malaysia,MYS,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0677
Carbon Dioxide (CO2) Emissions,World Bank Open Data,North America,NAC,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.1434
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Netherlands,NLD,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0133
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Norway,NOR,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.084
Carbon Dioxide (CO2) Emissions,World Bank Open Data,New Zealand,NZL,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0678
Carbon Dioxide (CO2) Emissions,World Bank Open Data,OECD members,OED,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,8.984
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Other small states,OSS,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0068
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Peru,PER,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0088
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Philippines,PHL,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.134
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Palau,PLW,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Papua New Guinea,PNG,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0009
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Poland,POL,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.2008
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Pre-demographic dividend,PRE,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0096
Carbon Dioxide (CO2) Emissions,World Bank Open Data,"Korea, Dem. People's Rep.",PRK,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0106
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Portugal,PRT,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0163
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Paraguay,PRY,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0001
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Pacific island small states,PSS,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Post-demographic dividend,PST,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,8.3792
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Qatar,QAT,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Romania,ROU,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0062
Carbon Dioxide (CO2) Emissions,World Bank Open Data,South Asia,SAS,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0032
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Singapore,SGP,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0384
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Sub-Saharan Africa (excluding high income),SSA,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0099
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Sub-Saharan Africa,SSF,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0111
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Small states,SST,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0081
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Suriname,SUR,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0002
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Slovak Republic,SVK,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.007
Carbon Dioxide (CO2) Emissions,World Bank Open Data,Slovenia,SVN,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2016,0.0098
